Time	L.Trunk			R.Trunk			DistalTrunk			R.UpperArm			R.Elbow			R.Wrist			L.UpperArm			L.Elbow			L.Wrist			R.Crest			R.ASIS			Sacrum			OFFSET			L.ASIS			L.Crest			R.Hip			R.Thigh			R.Knee			R.TibTubercle			R.MidShank			R.DistalShank			R.Heel			R.DistalHeel			R.PosteriorFoot			R.LateralToe			R.Toe			R.MedialToe			L.Hip			L.Thigh			L.Knee			L.TibTubercle			L.MidShank			L.DistalShank			L.Heel			L.DistalHeel			L.PosteriorFoot			L.LateralToe			L.Toe			L.MedialToe			R.Shoulder			C7			Sternum			L.Shoulder			R.MedialKnee			R.Ankle			R.MedialAnkle			R.LateralFoot			R.MedialFoot			L.MedialKnee			L.Ankle			L.MedialAnkle			L.LateralFoot			L.MedialFoot			V_MidAsis			V_RHipDynamic			V_LHipDynamic			V_MidHip			V_Pelvis_Origin		
s	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
3.26583	0.671387	1.15967	0.244141	-0.305176	-0.0610352	0.427246	0.183105	-0.366211	-0.0610352	-0.0610352	-0.427246	1.28174
3.26667	0.549316	1.40381	0.427246	0.0610352	-0.305176	0.549316	0.0610352	-1.28174	0.183105	-0.427246	-0.549316	0.976562
3.2675	0.610352	1.15967	0.427246	0.244141	-0	0.427246	-0.183105	-0.732422	-0.0610352	-0.549316	0.0610352	0.915527
3.26833	0.671387	1.28174	0.183105	0.0610352	-0.244141	0.488281	-0.0610352	-0.854492	0.12207	-0	-0.366211	0.854492
3.26917	0.671387	1.15967	0.427246	-0	-0.0610352	0.488281	0.183105	-0.610352	0.183105	-0.12207	0.0610352	0.915527
3.27	0.671387	1.15967	0.305176	-0.0610352	-0.244141	0.488281	-0	-0.915527	-0	-0.12207	-0	1.0376
3.27083	1.0376	1.09863	0.366211	0.12207	-0.0610352	0.427246	0.0610352	-0.610352	0.12207	-0.0610352	-0.244141	0.976562
3.27167	0.671387	1.09863	0.244141	-0.12207	0.244141	0.12207	-0	-0.671387	0.244141	-0.244141	-0.12207	0.976562
3.2725	0.976562	0.915527	0.366211	-0	-0.305176	0.427246	0.183105	-0.610352	0.305176	-0	-0.244141	0.976562
3.27333	0.793457	0.732422	0.427246	-0.183105	-0.305176	0.305176	0.12207	-0.610352	0.305176	-0.0610352	-0.244141	1.0376
3.27417	0.427246	1.15967	0.183105	-0.0610352	-0.305176	0.732422	0.12207	-0.488281	-0	-0.488281	-0.366211	1.34277
3.275	0.854492	1.09863	0.305176	0.12207	-0.0610352	0.305176	0.244141	-0.793457	0.12207	-0	-0.12207	0.915527
3.27583	0.549316	1.2207	0.0610352	0.12207	-0.366211	0.488281	0.305176	-0.732422	-0	-0.183105	-0.427246	0.976562
3.27667	0.915527	1.0376	0.244141	-0.0610352	-0.183105	0.427246	0.0610352	-0.732422	-0.0610352	-0.0610352	-0.244141	0.915527
3.2775	0.793457	1.15967	0.12207	0.12207	-0.366211	0.488281	-0.0610352	-0.549316	0.12207	-0.12207	-0.183105	0.976562
3.27833	0.854492	1.15967	0.244141	-0.0610352	0.0610352	0.549316	0.183105	-0.671387	0.0610352	-0.12207	-0.12207	0.732422
3.27917	0.549316	1.09863	0.366211	0.0610352	-0.0610352	0.732422	-0.305176	-0.549316	0.12207	-0.12207	-0.0610352	1.09863
3.28	0.549316	1.28174	0.366211	0.244141	-0.305176	0.12207	0.183105	-0.671387	0.183105	-0.366211	-0.12207	0.976562
3.28083	0.610352	1.15967	0.305176	-0	-0.244141	0.488281	-0	-0.793457	-0	-0.366211	-0	1.0376
3.28167	0.793457	1.0376	-0.0610352	0.0610352	-0.366211	0.305176	0.305176	-0.732422	-0.0610352	-0.0610352	-0.244141	1.0376
3.2825	0.366211	1.15967	0.0610352	0.12207	0.0610352	0.305176	0.12207	-0.671387	-0.0610352	-0.488281	0.0610352	0.915527
3.28333	0.488281	0.915527	0.244141	-0.12207	-0.244141	0.671387	-0	-0.671387	0.0610352	-0	-0.244141	0.976562
3.28417	0.793457	1.28174	0.366211	0.183105	-0.427246	0.549316	0.183105	-0.488281	-0.0610352	-0.0610352	-0.244141	1.09863
3.285	0.549316	1.09863	0.12207	-0.12207	-0.244141	0.366211	-0	-0.488281	0.183105	-0.12207	-0.0610352	1.15967
3.28583	0.915527	1.40381	0.366211	-0	-0.183105	0.732422	0.183105	-0.610352	0.244141	-0.183105	-0.183105	0.915527
3.28667	0.549316	0.915527	-0.0610352	-0.12207	-0.305176	0.427246	-0	-0.427246	0.12207	-0.488281	0.0610352	1.34277
3.2875	0.671387	1.2207	0.244141	0.0610352	-0.244141	0.305176	0.12207	-0.427246	-0	-0.12207	-0.12207	1.09863
3.28833	0.671387	1.09863	0.244141	-0.0610352	-0.305176	0.549316	0.366211	-0.671387	0.244141	-0.12207	-0.244141	0.915527
3.28917	0.610352	0.549316	0.244141	0.12207	-0.305176	0.244141	-0.244141	-0.488281	0.0610352	-0.183105	-0	1.15967
3.29	0.671387	1.28174	0.0610352	0.12207	-0.305176	0.488281	0.244141	-0.732422	-0.0610352	-0.183105	0.183105	0.976562
3.29083	0.793457	1.15967	0.366211	-0.0610352	-0.305176	0.366211	0.12207	-0.732422	-0.12207	-0.366211	-0.12207	0.976562
3.29167	0.671387	1.0376	0.183105	-0	-0	0.488281	0.12207	-0.488281	-0.244141	-0.610352	0.0610352	0.976562
3.2925	0.610352	1.2207	0.366211	-0	-0.244141	0.427246	0.366211	-0.549316	0.0610352	-0.427246	-0.244141	0.793457
3.29333	0.854492	1.2207	0.244141	-0	-0.305176	0.244141	0.366211	-0.244141	-0.0610352	-0.610352	-0.244141	0.671387
3.29417	0.915527	1.28174	0.244141	0.0610352	-0.244141	0.12207	0.305176	-0.732422	-0.488281	-1.28174	-0.366211	0.305176
3.295	0.671387	1.28174	-0	-0.12207	-0.366211	0.244141	0.549316	-0.854492	-0.854492	-2.01416	-0.671387	0.305176
3.29583	0.915527	1.40381	0.12207	-0.305176	-0.366211	0.244141	1.15967	-1.09863	-1.28174	-3.35693	-0.732422	-0.0610352
3.29667	0.671387	0.976562	0.427246	-0.183105	-0.305176	0.183105	1.58691	-2.01416	-2.31934	-5.85938	-0.793457	-0.366211
3.2975	1.34277	0.976562	0.366211	-0.610352	-0.366211	0.12207	2.31934	-3.2959	-3.72314	-8.66699	-1.52588	-0.854492
3.29833	1.28174	1.2207	0.305176	-0.549316	-0.549316	0.0610352	2.56348	-5.00488	-5.49316	-13.4277	-1.95312	-1.58691
3.29917	1.28174	0.488281	0.488281	-0.854492	-0.671387	-0	3.78418	-7.69043	-9.46045	-21.5454	-2.74658	-2.74658
3.3	0.976562	0.671387	-0.183105	-0.915527	-0.915527	0.12207	4.63867	-16.3574	-13.6108	-32.8369	-4.15039	-2.44141
3.30083	0.976562	0.183105	-0.244141	-2.0752	-0.915527	0.793457	6.5918	-27.0996	-20.0806	-47.5464	-6.04248	-4.82178
3.30167	0.854492	-0.488281	-0.610352	-2.86865	-1.40381	1.52588	13.1226	-46.9971	-27.5879	-65.8569	-8.05664	-11.5356
3.3025	0.793457	-1.52588	-0.915527	-4.15039	-1.95312	2.86865	24.9023	-71.106	-32.5317	-80.4443	-11.2915	-24.5361
3.30333	0.610352	-2.80762	-1.34277	-4.5166	-2.50244	3.84521	36.1938	-84.3506	-35.5225	-88.3789	-13.3667	-35.7666
3.30417	0.671387	-4.15039	-1.89209	-5.31006	-2.74658	4.76074	47.7905	-99.6094	-39.3066	-98.2666	-15.0146	-46.1426
3.305	0.12207	-4.94385	-2.0752	-6.16455	-2.68555	6.22559	55.1758	-123.596	-44.4336	-110.962	-16.6626	-52.2461
3.30583	-0.0610352	-5.67627	-2.44141	-6.71387	-2.99072	7.62939	57.0068	-140.076	-48.5229	-119.873	-17.7612	-52.9175
3.30667	-0.854492	-6.65283	-2.74658	-6.83594	-3.72314	8.48389	59.082	-153.503	-51.5747	-126.099	-19.4092	-57.9224
3.3075	-1.09863	-7.50732	-2.92969	-6.53076	-3.11279	9.0332	70.1294	-166.809	-51.5747	-129.578	-20.5688	-74.0356
3.30833	-1.40381	-7.56836	-2.86865	-6.5918	-3.41797	10.0708	82.4585	-171.936	-50.293	-129.089	-21.6675	-87.5244
3.30917	-1.0376	-8.54492	-3.2959	-7.26318	-3.96729	11.4746	90.8203	-169.128	-50.0488	-126.343	-22.0947	-94.9707
3.31	-1.52588	-10.376	-3.05176	-8.30078	-4.21143	12.4512	96.3745	-159.424	-51.9409	-127.502	-22.8882	-99.6704
3.31083	-1.46484	-10.8643	-3.60107	-8.8501	-5.06592	12.207	98.877	-136.475	-54.5044	-130.798	-23.2544	-106.018
3.31167	-1.58691	-9.58252	-4.21143	-9.8877	-6.40869	11.9629	97.168	-106.995	-57.1289	-132.874	-22.3999	-111.145
3.3125	-1.46484	-8.36182	-4.21143	-11.4136	-7.56836	11.4136	95.3979	-97.1069	-58.1055	-132.568	-19.7754	-108.826
3.31333	-1.34277	-7.08008	-5.43213	-13.3057	-9.21631	9.33838	92.6514	-86.3647	-59.021	-134.644	-16.6626	-101.196
3.31417	-0.610352	-5.5542	-6.34766	-15.9302	-10.8643	6.16455	85.144	-61.6455	-62.1948	-138.55	-12.6953	-93.75
3.315	0.488281	-2.62451	-7.93457	-19.4702	-13.5498	3.90625	75.7446	-41.8701	-65.7349	-140.381	-6.65283	-86.3037
3.31583	0.793457	-1.15967	-9.52148	-22.3999	-15.8691	2.31934	70.5566	-35.5225	-67.8101	-143.066	0.610352	-79.2847
3.31667	0.366211	-0.366211	-11.0474	-25.5737	-18.7378	1.15967	68.6646	-23.8037	-72.7539	-150.146	12.3291	-72.3267
3.3175	-0.488281	1.0376	-12.5732	-29.3579	-21.5454	-0.671387	66.4673	-3.78418	-80.3833	-160.217	24.4141	-68.1152
3.31833	-1.40381	3.23486	-14.5874	-32.5928	-24.0479	-1.70898	65.1855	9.76562	-89.4775	-171.326	38.5132	-63.4766
3.31917	-2.0752	6.34766	-16.8457	-35.5835	-26.6724	-2.86865	64.27	21.0571	-98.6328	-185.425	51.1475	-56.7627
3.32	-2.92969	9.15527	-18.0054	-37.7197	-29.4189	-4.15039	64.209	39.6729	-106.445	-197.266	62.0728	-43.1519
3.32083	-4.94385	11.8408	-19.3481	-39.6118	-31.3721	-4.02832	61.3403	63.5376	-114.929	-206.36	76.2939	-24.4751
3.32167	-8.42285	15.564	-21.2402	-42.7856	-34.1797	-3.23486	53.0396	88.623	-126.404	-221.313	92.1021	-9.46045
3.3225	-12.0239	19.5312	-24.1699	-48.2178	-39.1235	-2.0752	49.6826	108.582	-142.09	-245.789	112.61	-3.96729
3.32333	-13.7939	22.7661	-27.2217	-53.0396	-43.5181	-3.2959	52.1851	124.573	-154.907	-266.663	129.028	-0.305176
3.32417	-14.7095	26.3062	-29.6021	-57.8003	-47.8516	-5.61523	54.6875	145.203	-168.152	-284.302	145.63	9.94873
3.325	-18.3716	32.2876	-31.4331	-62.0728	-51.4526	-7.87354	53.4058	171.204	-179.932	-299.377	162.537	27.771
3.32583	-22.7051	39.0625	-33.5083	-64.5752	-53.5278	-7.99561	49.8657	191.528	-188.416	-311.829	174.561	43.0298
3.32667	-28.1372	45.105	-35.5835	-67.2607	-55.9692	-7.14111	45.4712	208.618	-198.547	-324.28	186.157	56.0913
3.3275	-30.4565	48.584	-36.9873	-69.9463	-58.6548	-8.23975	41.8091	223.694	-208.374	-335.083	196.228	67.0166
3.32833	-31.4331	51.1475	-37.9639	-70.9229	-60.3027	-11.0474	39.3677	235.901	-215.271	-346.558	204.224	72.3877
3.32917	-31.7383	54.7485	-38.5742	-71.7773	-61.7676	-12.5122	36.3159	248.291	-222.534	-358.032	209.961	70.6177
3.33	-33.3862	59.2041	-39.3066	-72.3877	-62.0117	-12.5732	36.1328	264.893	-230.774	-368.652	215.21	70.0073
3.33083	-35.7056	61.7065	-39.1846	-72.7539	-62.7441	-13.6719	36.7432	285.522	-237.976	-377.869	217.224	70.0073
3.33167	-35.5225	63.3545	-40.1001	-72.998	-63.1714	-15.8691	37.9028	318.909	-244.446	-387.939	218.445	65.979
3.3325	-35.0952	65.0635	-39.917	-72.3877	-62.8052	-15.8691	44.3726	381.653	-250.977	-389.526	215.881	69.458
3.33333	-35.7666	65.3687	-39.6729	-72.0215	-62.1948	-15.1978	74.4019	445.862	-255.249	-383.545	209.778	106.323
3.33417	-37.1094	64.9414	-39.1235	-71.9604	-61.7065	-13.9771	120.239	425.903	-256.714	-383.301	205.688	135.193
3.335	-36.9873	61.1572	-38.8794	-71.106	-60.6079	-10.0098	81.7261	241.516	-259.094	-404.968	203.796	62.5
3.33583	-34.668	54.0161	-38.3911	-71.0449	-60.1196	-3.23486	13.3057	220.459	-259.583	-419.373	200.012	6.10352
3.33667	-32.8369	43.5181	-37.3535	-71.9604	-59.1431	1.89209	28.0151	341.797	-257.141	-408.569	190.002	36.6821
3.3375	-35.4004	40.4663	-37.1094	-70.3735	-56.7627	3.11279	99.3652	327.148	-252.869	-390.137	179.321	61.5234
3.33833	-35.8887	41.9922	-35.8887	-68.9697	-55.1758	7.14111	100.342	215.149	-250.671	-397.522	171.021	4.21143
3.33917	-32.8979	36.1328	-34.79	-67.9932	-53.772	16.1133	41.0156	181.885	-251.526	-409.302	164.124	-43.6401
3.34	-31.4941	20.874	-33.5083	-67.5659	-52.124	21.3013	33.02	241.821	-252.319	-396.973	152.161	-12.9395
3.34083	-32.8979	18.9209	-33.2642	-66.2842	-50.2319	18.1885	76.2939	224.609	-244.08	-388.489	141.724	1.46484
3.34167	-32.4707	26.3672	-31.8604	-64.4531	-48.3398	17.6392	97.168	138.733	-231.689	-393.188	136.658	-43.8843
3.3425	-28.3203	21.5454	-29.2969	-62.6831	-46.0205	25.8789	56.2134	116.76	-229.797	-392.029	128.174	-81.604
3.34333	-26.3672	7.56836	-28.8086	-61.2183	-43.2129	28.7476	33.3862	140.747	-233.154	-381.042	119.202	-56.5796
3.34417	-28.1372	2.92969	-28.1982	-58.96	-41.8701	25.8789	58.2275	120.544	-226.868	-375.854	109.802	-40.8936
3.345	-27.0386	12.6343	-26.3062	-55.481	-39.917	24.4751	82.2144	53.5278	-214.661	-377.258	103.699	-82.7026
3.34583	-23.5596	12.207	-23.8647	-53.3447	-36.6211	29.48	66.2842	36.9263	-209.9	-370.239	98.5718	-107.91
3.34667	-21.3623	-2.19727	-22.3999	-52.3682	-34.5459	32.2876	40.4663	54.5654	-208.74	-360.229	91.98	-91.8579
3.3475	-23.0103	-8.30078	-22.3999	-49.7437	-33.6304	29.2358	50.7812	27.6489	-204.773	-362.183	83.374	-81.1768
3.34833	-21.6064	1.40381	-22.2168	-46.2646	-31.6772	27.4658	72.2046	-22.583	-198.12	-363.586	78.125	-106.384
3.34917	-17.5171	5.61523	-20.4468	-43.8232	-30.2124	29.541	71.8994	-37.2314	-191.406	-351.807	74.4019	-127.747
3.35	-15.3809	-6.89697	-17.2119	-42.5415	-27.5269	30.7007	51.5747	-11.5356	-188.538	-339.539	68.9697	-117.493
3.35083	-17.5781	-14.0381	-16.7236	-41.4429	-26.3672	27.832	50.7202	-22.522	-185.547	-342.407	63.1104	-110.901
3.35167	-17.7002	-7.32422	-18.1274	-39.0015	-24.7192	25.7568	71.5942	-73.6694	-179.932	-346.436	57.8613	-122.559
3.3525	-11.9019	-0.488281	-16.5405	-36.1938	-23.9868	25.6348	77.0874	-86.4868	-175.537	-334.534	54.6265	-136.597
3.35333	-8.8501	-6.28662	-14.0991	-34.2407	-22.644	24.1699	64.0869	-60.6689	-172.546	-324.768	51.5137	-134.705
3.35417	-11.4746	-13.1226	-12.2681	-31.7383	-20.752	22.3999	59.3262	-52.6733	-168.884	-323.792	46.814	-130.981
3.355	-13.1836	-6.28662	-13.1836	-29.9683	-19.165	20.752	77.3315	-93.689	-165.161	-324.158	42.4805	-136.536
3.35583	-9.09424	-0.976562	-13.2446	-29.6631	-18.4937	18.7378	85.9375	-109.863	-162.598	-318.237	39.5508	-142.09
3.35667	-4.02832	-5.06592	-12.5732	-27.9541	-18.1274	16.1133	75.8057	-87.0361	-159.607	-311.951	36.9263	-143.677
3.3575	-5.43213	-10.7422	-10.8032	-25.3296	-16.9678	14.3433	71.2891	-77.8198	-156.494	-310.059	34.8511	-143.555
3.35833	-7.87354	-4.08936	-9.64355	-24.1089	-16.0522	13.5498	83.252	-100.342	-153.992	-307.678	31.4331	-144.653
3.35917	-5.85938	3.17383	-9.64355	-22.583	-15.1978	10.9253	93.6279	-115.601	-152.466	-304.871	28.5645	-145.508
3.36	-0.732422	-1.09863	-10.0708	-22.644	-14.8926	6.71387	85.5713	-98.999	-150.085	-302.612	27.4658	-147.034
3.36083	-0.366211	-6.16455	-9.27734	-22.2168	-14.7095	5.61523	78.7354	-91.2476	-148.132	-299.072	26.123	-148.01
3.36167	-3.05176	-3.05176	-7.93457	-20.4468	-13.6719	5.67627	87.6465	-104.37	-147.156	-296.021	24.4141	-147.034
3.3625	-2.56348	5.37109	-8.23975	-18.3105	-12.8784	3.35693	95.7031	-112.122	-144.958	-296.326	22.583	-146.484
3.36333	1.52588	4.94385	-8.54492	-18.6157	-13.1836	-0	89.8438	-105.652	-143.616	-295.471	21.9116	-147.034
3.36417	3.35693	-0.915527	-7.93457	-18.4937	-13.0615	-1.09863	82.0312	-99.4873	-143.188	-292.847	21.6675	-146.606
3.365	0.488281	-0.610352	-7.69043	-17.5781	-12.207	-0.183105	86.853	-104.065	-142.883	-291.26	21.0571	-145.447
3.36583	-0.12207	5.5542	-7.44629	-17.395	-11.9629	-1.95312	92.7734	-107.788	-141.296	-291.138	21.0571	-144.897
3.36667	2.68555	7.56836	-7.38525	-17.5171	-11.9019	-4.88281	88.8062	-104.553	-140.625	-290.344	20.813	-144.104
3.3675	4.88281	2.68555	-7.8125	-17.1509	-12.6953	-5.18799	82.2144	-99.6094	-140.503	-289.307	20.6909	-142.517
3.36833	2.92969	1.46484	-7.44629	-17.2119	-12.5732	-3.90625	83.4351	-100.281	-140.625	-289.185	21.1182	-141.785
3.36917	1.46484	5.85938	-7.08008	-16.9067	-12.2681	-4.88281	87.6465	-104.431	-140.015	-289.551	21.3623	-142.029
3.37	3.35693	8.17871	-7.38525	-16.9678	-12.085	-7.87354	85.4492	-99.7314	-139.648	-288.513	21.7896	-140.442
3.37083	5.31006	5.12695	-8.11768	-17.334	-12.6953	-8.11768	80.8716	-92.9565	-139.648	-287.72	21.9727	-139.16
3.37167	4.5166	3.72314	-7.69043	-17.5171	-12.8174	-6.83594	79.5898	-91.98	-139.526	-288.086	22.1558	-138.733
3.3725	2.62451	7.62939	-7.26318	-17.0288	-12.5732	-7.38525	82.4585	-95.0928	-139.587	-288.391	22.7051	-138.306
3.37333	3.479	9.94873	-7.38525	-16.9067	-12.6343	-9.46045	82.4585	-90.271	-139.221	-287.109	22.7661	-136.658
3.37417	5.5542	7.75146	-8.05664	-17.8833	-12.8174	-10.0708	78.4302	-80.8105	-139.038	-285.706	23.1323	-135.376
3.375	5.43213	5.43213	-8.17871	-18.6157	-13.3057	-9.15527	76.8433	-78.3691	-138.794	-285.461	23.4985	-134.827
3.37583	3.66211	7.75146	-7.87354	-17.5781	-13.1226	-9.52148	78.186	-79.6509	-138.611	-285.889	23.7427	-134.338
3.37667	3.35693	11.5356	-7.50732	-17.5781	-13.855	-10.8643	78.6743	-75.6226	-138.916	-284.607	24.231	-132.446
3.3775	5.24902	10.2539	-7.93457	-18.1274	-13.855	-11.5356	76.2329	-66.5894	-137.939	-282.104	23.9868	-131.226
3.37833	5.98145	7.8125	-8.48389	-18.3105	-13.6108	-10.9253	74.1577	-62.9883	-136.902	-281.006	24.231	-131.897
3.37917	4.69971	8.66699	-8.17871	-18.5547	-13.5498	-10.8643	74.7681	-64.6362	-136.169	-280.701	23.9868	-131.348
3.38	4.15039	11.7188	-8.17871	-18.0664	-13.7329	-12.5122	75.6836	-61.8286	-136.292	-279.053	23.8037	-129.456
3.38083	5.06592	12.146	-8.23975	-18.3105	-14.0381	-13.3667	73.9746	-55.2368	-135.498	-277.222	23.9258	-128.357
3.38167	6.04248	10.376	-8.48389	-18.4937	-14.1602	-13.1836	72.5098	-51.5747	-134.216	-275.635	24.4141	-128.906
3.3825	5.12695	10.8643	-8.91113	-18.9209	-14.4043	-12.8174	73.2422	-52.1851	-133.484	-273.865	24.1699	-128.601
3.38333	4.3335	12.4512	-8.78906	-19.043	-14.4043	-13.916	73.9136	-50.6592	-132.69	-271.973	23.7427	-126.587
3.38417	5.24902	13.6108	-8.8501	-19.104	-14.5874	-14.9536	73.7305	-44.9829	-131.592	-270.264	23.4375	-125.366
3.385	5.67627	12.0239	-8.72803	-19.3481	-14.5874	-14.1602	72.3877	-42.6636	-130.249	-268.127	23.1323	-125.916
3.38583	5.31006	11.7188	-8.97217	-19.3481	-15.1978	-13.855	72.6929	-42.9077	-128.967	-265.991	22.7661	-126.099
3.38667	4.15039	13.5498	-9.27734	-19.3481	-14.8315	-15.3809	73.7915	-41.8091	-127.93	-263.977	22.0337	-125.061
3.3875	4.88281	14.7095	-9.09424	-19.8975	-15.1367	-15.7471	74.4629	-37.5977	-127.075	-262.024	21.8506	-124.084
3.38833	5.7373	13.855	-9.0332	-20.1416	-15.1367	-15.4419	73.7305	-35.8887	-125.977	-259.583	21.3013	-124.512
3.38917	5.37109	12.9395	-9.58252	-20.1416	-15.5029	-14.7095	74.0356	-37.0483	-124.146	-257.629	20.6909	-124.634
3.39	4.5166	14.7705	-9.52148	-20.0806	-15.5029	-15.686	75.5005	-36.499	-122.681	-255.066	19.7144	-124.146
3.39083	4.3335	15.625	-9.27734	-20.5078	-15.625	-16.4185	76.1719	-34.1187	-121.338	-252.808	19.2871	-123.413
3.39167	5.24902	14.9536	-9.15527	-20.5078	-15.686	-16.4795	75.8057	-33.7524	-120.056	-250.183	18.3105	-124.084
3.3925	5.06592	14.6484	-10.0098	-20.752	-15.9912	-15.564	75.6226	-34.9121	-117.981	-247.986	17.5171	-124.084
3.39333	4.57764	14.8315	-9.8877	-21.0571	-16.0522	-15.686	76.7212	-35.2173	-117.065	-245.361	16.6626	-123.657
3.39417	4.3335	16.1743	-9.70459	-21.1182	-15.8691	-16.6016	77.3926	-33.9966	-115.54	-243.042	15.5029	-122.986
3.395	4.88281	16.2964	-9.52148	-21.0571	-15.9302	-16.1133	76.8433	-33.8745	-113.953	-240.112	14.9536	-123.047
3.39583	4.69971	15.2588	-9.58252	-21.4844	-15.9912	-15.3198	76.4771	-35.4004	-112.061	-237.793	14.2212	-122.559
3.39667	4.27246	15.1367	-10.1318	-21.6675	-15.9912	-14.9536	77.0264	-36.0107	-110.962	-235.352	13.4888	-121.826
3.3975	3.84521	15.8691	-10.0708	-21.7896	-16.1743	-16.1743	77.2095	-35.1562	-109.192	-232.361	12.4512	-120.605
3.39833	4.21143	16.6626	-10.1318	-21.2402	-16.2354	-16.0522	76.5381	-34.79	-107.849	-229.492	11.7798	-120.544
3.39917	4.57764	15.625	-9.8877	-21.6064	-16.3574	-15.2588	75.9888	-36.6211	-106.323	-227.295	10.9863	-120.483
3.4	3.96729	15.2588	-10.0708	-21.4844	-16.1743	-15.1367	76.416	-37.2925	-104.736	-224.792	10.1318	-119.141
3.40083	3.72314	16.1133	-9.94873	-21.4844	-16.1133	-15.9912	76.6602	-36.8652	-103.638	-222.229	9.58252	-118.225
3.40167	4.02832	16.3574	-9.82666	-21.1182	-16.2964	-16.1133	76.1108	-37.1094	-102.356	-219.849	8.60596	-117.981
3.4025	4.45557	15.7471	-10.0098	-21.1792	-15.8691	-15.625	75.4395	-37.9028	-100.769	-217.041	8.36182	-117.554
3.40333	4.39453	15.564	-9.76562	-20.6909	-15.9912	-15.1978	75.4395	-38.5132	-99.4873	-214.966	7.99561	-117.249
3.40417	4.39453	15.625	-9.76562	-21.0571	-16.1133	-16.1133	76.1108	-38.7573	-98.3887	-212.646	6.71387	-116.699
3.405	4.3335	16.4185	-9.70459	-20.4468	-15.5029	-16.4795	75.5005	-38.8794	-96.5576	-210.266	6.46973	-116.394
3.40583	5.00488	15.5029	-9.58252	-20.5078	-15.625	-16.1743	74.585	-39.7949	-95.9473	-208.008	6.16455	-115.54
3.40667	5.24902	14.9536	-9.09424	-20.2637	-15.1367	-16.0522	74.5239	-40.6494	-94.4214	-206.238	5.67627	-115.417
3.4075	4.94385	15.4419	-9.21631	-19.9585	-15.1367	-16.7236	74.9512	-41.0156	-93.2007	-203.552	5.31006	-114.38
3.40833	5.43213	16.1133	-9.33838	-19.6533	-15.0146	-17.1509	74.3408	-41.1987	-91.8579	-201.172	5.00488	-113.586
3.40917	5.67627	15.8081	-9.0332	-19.165	-14.8315	-17.2729	72.7539	-41.8091	-90.6372	-199.463	4.88281	-113.464
3.41	5.67627	14.8926	-8.72803	-19.043	-14.0381	-17.0898	72.5098	-43.0298	-89.5996	-197.266	4.45557	-112.671
3.41083	5.7373	14.8315	-8.23975	-18.6157	-14.4653	-17.5781	72.4487	-43.0908	-88.3179	-195.435	3.84521	-111.633
3.41167	6.34766	15.0757	-8.91113	-18.4326	-13.855	-18.0664	72.0825	-43.1519	-87.4634	-193.42	3.78418	-110.718
3.4125	6.53076	15.2588	-8.30078	-18.0054	-13.9771	-18.0664	70.3125	-44.0674	-86.3647	-191.711	4.08936	-110.229
3.41333	7.01904	14.3433	-8.23975	-17.334	-13.3667	-18.1885	70.4346	-45.4712	-85.3271	-189.941	3.54004	-110.291
3.41417	6.65283	13.9771	-7.8125	-17.1509	-13.5498	-18.2495	70.0073	-46.0205	-84.8389	-188.049	3.17383	-109.68
3.415	7.01904	14.5874	-7.69043	-17.0898	-13.3667	-18.7378	69.5801	-46.4478	-83.4961	-186.584	3.23486	-108.704
3.41583	7.69043	14.2822	-7.75146	-16.2964	-13.0615	-19.104	68.9697	-47.0581	-83.0078	-184.875	3.11279	-108.643
